batch,date,kiln,kiln_car,firing_zone,drying_batch,dryer_num,dryer_car,dryer_car_pos,extruder_num,extruder_date,product,thick_portion_c,spigot_c,cross_c,cooling_c,long_spigot_c,body_c,blister,explode,ring_not_c,chipping_off,irregular_inc,body_rough,bend_pipe,socket_deform,setting_damage,hard_clay,iron_contamination,drying_c,body_dented,between_car_damage,spider_c,socket_chip_off,limestone,underfire,insp_damage,spigot_deform,overfire,neck_crack,radial_c,lamination,lab_test,glaze_crawl,remain_clay,socket_damage,gross_grog,firing_damage,pipe_collape,socket_c,reject_pipe,good_pipe,total_pipe
3,2022-01-01,L,14,1,119,6,106,5,2,2022-12-29,DN225/175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,56,61
3,2022-01-01,L,14,1,119,6,35,6,7,2022-12-30,DN225/175,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,42,51
3,2022-01-01,L,14,1,119,6,56,4,2,2022-12-29,DN225/175,0,0,0,5,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,24,37
3,2022-01-01,L,15,2,119,6,107,8,2,2022-12-30,DN225/175,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,31,53
3,2022-01-01,L,15,2,119,7,32,1,2,2022-12-30,DN225/175,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,34
3,2022-01-01,L,15,2,119,6,80,10,7,2022-12-30,DN225/175,0,0,0,4,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,42,63
3,2022-01-01,L,15,2,119,6,86,7,7,2022-12-30,DN225/175,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,50,58
3,2022-01-01,L,15,2,119,6,86,7,7,2022-12-23,DN225/175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
3,2022-01-01,L,19,5,119,7,101,8,7,2022-12-27,DN225/175,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,52,61
3,2022-01-01,L,19,5,119,7,64,9,7,2022-12-27,DN225/175,4,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,48,62
3,2022-01-01,L,19,5,119,7,88,10,2,2022-12-30,DN225/175,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,47,55
3,2022-01-01,L,19,5,71,5,81,5,2,2022-12-30,DN225/175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37
3,2022-01-01,L,27,4,119,7,8,7,7,2022-12-27,DN225/175,0,1,0,1,0,0,0,0,0,2,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,46,59
3,2022-01-01,L,27,4,119,7,101,8,7,2022-12-27,DN225/175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3,2022-01-01,L,27,4,119,7,14,5,2,2022-12-30,DN225/175,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,63
3,2022-01-01,L,27,4,119,7,21,6,7,2022-12-27,DN225/175,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,62
3,2022-01-01,L,27,4,119,7,32,1,2,2022-12-30,DN225/175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
3,2022-01-01,L,35,6,71,5,124,4,2,2022-12-30,DN225/175,0,0,0,7,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,50,64
3,2022-01-01,L,35,6,71,5,81,1,2,2022-12-30,DN225/175,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,21
3,2022-01-01,L,35,6,71,5,95,2,2,2022-12-30,DN225/175,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,55,64
4,2022-01-01,G1,3,6,119,8,142,6,7,2022-01-01,DN225/175,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,34,44
4,2022-01-01,G1,3,6,119,8,15,5,2,2022-01-01,DN225/175,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,55
4,2022-01-01,G1,3,6,119,8,70,4,7,2022-01-01,DN225/175,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,52
4,2022-01-01,G1,3,6,119,8,90,3,7,2022-01-01,DN225/175,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,47
4,2022-01-01,G1,5,2,60,2,1,7,5,2022-12-29,DN300,0,0,1,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,31
4,2022-01-01,G1,5,2,60,2,102,5,5,2022-12-29,DN300,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,35
4,2022-01-01,G1,5,2,60,2,70,6,5,2022-12-29,DN300,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,36
4,2022-01-01,G1,5,2,60,2,92,7,5,2022-12-29,DN300,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,36
4,2022-01-01,G1,6,4,58,4,10,4,5,2022-12-30,DN300,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,30,35
4,2022-01-01,G1,6,4,58,4,104,3,5,2022-12-29,DN300,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,36
4,2022-01-01,G1,6,4,58,4,121,6,5,2022-12-30,DN300,0,1,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,33
4,2022-01-01,G1,6,4,58,4,74,5,5,2022-12-30,DN300,0,0,0,4,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,34
4,2022-01-01,G1,7,3,58,4,30,1,5,2022-12-29,DN300,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,32
4,2022-01-01,G1,7,3,58,4,97,2,5,2022-12-29,DN300,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,32
4,2022-01-01,G1,7,3,60,2,1,8,5,2022-12-29,DN300,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
4,2022-01-01,G1,7,3,60,2,113,9,5,2022-12-29,DN300,0,1,0,1,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,34
4,2022-01-01,G1,7,3,60,2,12,10,5,2022-12-29,DN300,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,36
4,2022-01-01,G1,9,5,58,4,147,8,5,2022-12-30,DN300,0,0,0,2,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,34
4,2022-01-01,G1,9,5,58,4,34,10,5,2022-12-30,DN300,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,36
4,2022-01-01,G1,9,5,58,4,62,7,5,2022-12-30,DN300,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,34
4,2022-01-01,G1,9,5,58,4,69,9,5,2022-12-30,DN300,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,34
4,2022-01-01,G1,38,1,60,2,23,1,5,2022-12-28,DN300,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,34
4,2022-01-01,G1,38,1,60,2,24,3,5,2022-12-29,DN300,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,34
4,2022-01-01,G1,38,1,60,2,41,2,5,2022-12-29,DN300,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,35
4,2022-01-01,G1,38,1,60,2,61,4,5,2022-12-29,DN300,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,35
5,2022-01-01,L,11,2,119,8,117,9,1,2022-01-01,DN150,0,3,0,1,0,0,0,0,0,2,0,0,13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,84,106
5,2022-01-01,L,11,2,119,8,87,2,1,2022-01-01,DN150,0,1,0,13,3,0,0,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,68,117
5,2022-01-01,L,11,2,71,5,123,5,1,2022-12-30,DN150,0,4,1,2,1,0,1,0,0,3,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,77,106
5,2022-01-01,L,11,2,71,5,99,6,3,2022-12-30,DN150,0,2,0,2,1,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,45,70
5,2022-01-01,L,25,3,71,5,136,8,1,2022-12-30,DN150,0,3,0,3,2,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,80,117
